id	organism_name	kingdom	sequence_length	cleavage_site	validation_n	sp_type	transmembrane
Q9BY07	Homo sapiens	Metazoa	1137		1	0	False
Q93009	Homo sapiens	Metazoa	1102		2	0	False
Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374		4	0	False
Q6EIG7	Homo sapiens	Metazoa	209		1	0	True
P33308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149		3	0	False
Q99ML9	Mus musculus	Metazoa	989		3	0	False
P00425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151		4	0	True
P93788	Solanum tuberosum	Viridiplantae	198		5	0	False
Q9Y2M2	Homo sapiens	Metazoa	375		1	0	False
Q9NSN8	Homo sapiens	Metazoa	517		1	0	False
Q7ZT82	Danio rerio	Metazoa	382		2	0	False
Q501D2	Arabidopsis thaliana	Viridiplantae	572		5	0	False
Q8IEF6	Plasmodium falciparum (isolate 3D7)	Other	414		5	0	False
Q8H1D3	Arabidopsis thaliana	Viridiplantae	571		2	0	False
P40084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226		3	0	False
Q8W4J9	Arabidopsis thaliana	Viridiplantae	908		3	0	False
Q3E756	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94		5	0	False
O14318	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		4	0	False
Q9CPU2	Mus musculus	Metazoa	105		5	0	False
Q9UBD5	Homo sapiens	Metazoa	711		1	0	False
E9Q2Z1	Mus musculus	Metazoa	1453		2	0	False
Q9M1E7	Arabidopsis thaliana	Viridiplantae	285		5	0	True
P38818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	585		4	0	False
Q20709	Caenorhabditis elegans	Metazoa	543		3	0	False
O59767	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	310		4	0	False
Q8TEC5	Homo sapiens	Metazoa	729		1	0	False
Q07508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261		2	0	False
P07248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1323		2	0	False
P30419	Homo sapiens	Metazoa	496		1	0	False
O13769	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	638		5	0	False
P30155	Nicotiana tabacum	Viridiplantae	179		5	0	False
Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902		5	0	False
A2ALU4	Mus musculus	Metazoa	1481		4	0	False
P49107	Arabidopsis thaliana	Viridiplantae	171		5	0	False
Q9Y3F4	Homo sapiens	Metazoa	350		1	0	False
Q96TC7	Homo sapiens	Metazoa	470		1	0	True
Q9BSK0	Homo sapiens	Metazoa	173		5	0	True
Q19360	Caenorhabditis elegans	Metazoa	430		3	0	False
O75056	Homo sapiens	Metazoa	442		2	0	False
P56785	Arabidopsis thaliana	Viridiplantae	1786		5	0	True
Q19203	Caenorhabditis elegans	Metazoa	310		3	0	False
Q8K3D3	Mus musculus	Metazoa	89		4	0	False
Q0E7J7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	325		5	0	False
O00287	Homo sapiens	Metazoa	272		1	0	False
O00291	Homo sapiens	Metazoa	1037		2	0	False
Q3S4A7	Arabidopsis thaliana	Viridiplantae	922		3	0	False
Q197W8	Arabidopsis thaliana	Viridiplantae	473		5	0	False
O14196	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		5	0	False
P43583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2143		3	0	False
Q96BU1	Homo sapiens	Metazoa	408		4	0	False
Q8IXI2	Homo sapiens	Metazoa	618		1	0	False
O94979	Homo sapiens	Metazoa	1220		1	0	False
Q14DK4	Mus musculus	Metazoa	801		3	0	False
Q04359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397		3	0	False
Q62100	Mus musculus	Metazoa	101		4	0	False
Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176		4	0	False
P33203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		3	0	False
Q9USX8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239		5	0	False
Q9LYG9	Arabidopsis thaliana	Viridiplantae	734		5	0	False
Q9UJQ4	Homo sapiens	Metazoa	1053		1	0	False
Q17784	Caenorhabditis elegans	Metazoa	830		4	0	False
P53330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		2	0	False
Q9VHI4	Drosophila melanogaster	Metazoa	85		4	0	False
Q04712	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507		5	0	False
Q8WV41	Homo sapiens	Metazoa	574		1	0	False
Q12036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	173		5	0	False
P49793	Rattus norvegicus	Metazoa	1816		4	0	False
P61459	Rattus norvegicus	Metazoa	104		3	0	False
P39113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1433		4	0	False
Q9Y2R0	Homo sapiens	Metazoa	106		1	0	True
Q60610	Mus musculus	Metazoa	1591		4	0	False
Q9HGL9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252		5	0	False
Q12146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194		2	0	False
Q59LY1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	422		4	0	False
Q9LMR3	Arabidopsis thaliana	Viridiplantae	358		4	0	False
F4IY03	Arabidopsis thaliana	Viridiplantae	332		4	0	False
P38633	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	127		2	0	False
Q7XHR2	Oryza sativa subsp. japonica	Viridiplantae	927		2	0	False
P53088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	359		2	0	False
B1AL88	Homo sapiens	Metazoa	458		4	0	True
Q03153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	612		5	0	False
P83006	Rattus norvegicus	Metazoa	390		3	0	False
Q8BY35	Mus musculus	Metazoa	655		3	0	False
O35235	Mus musculus	Metazoa	316		4	0	True
Q9UJS0	Homo sapiens	Metazoa	675		1	0	False
P32776	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	642		2	0	False
Q9UUH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		5	0	False
Q94527	Drosophila melanogaster	Metazoa	971		3	0	False
Q8VZV9	Arabidopsis thaliana	Viridiplantae	161		2	0	False
Q5XVF0	Arabidopsis thaliana	Viridiplantae	666		3	0	False
Q9VX12	Drosophila melanogaster	Metazoa	359		5	0	False
Q9D219	Mus musculus	Metazoa	1425		3	0	False
Q9P7S9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		5	0	False
Q5TKA1	Homo sapiens	Metazoa	542		1	0	False
P22135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325		4	0	False
Q9D489	Mus musculus	Metazoa	467		3	0	False
Q9M0V3	Arabidopsis thaliana	Viridiplantae	1088		3	0	False
Q60974	Mus musculus	Metazoa	2453		2	0	False
Q9NVR2	Homo sapiens	Metazoa	710		1	0	False
Q9C757	Arabidopsis thaliana	Viridiplantae	580		3	0	True
Q00361	Bos taurus	Metazoa	71		4	0	False
Q9DAG5	Mus musculus	Metazoa	247		3	0	False
Q86YA3	Homo sapiens	Metazoa	2104		1	0	False
Q8WZK3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138		5	0	False
Q8CC88	Mus musculus	Metazoa	1905		4	0	False
Q6WKZ7	Mus musculus	Metazoa	506		3	0	False
Q9NZD8	Homo sapiens	Metazoa	308		1	0	False
P38988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		5	0	True
Q96IU4	Homo sapiens	Metazoa	210		1	0	False
O14322	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	313		5	0	False
Q8NFV4	Homo sapiens	Metazoa	306		1	0	False
P48239	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		4	0	False
E3VNM4	Arabidopsis thaliana	Viridiplantae	460		2	0	False
Q66HL2	Rattus norvegicus	Metazoa	509		4	0	False
Q80VL1	Mus musculus	Metazoa	560		2	0	False
Q5T3J3	Homo sapiens	Metazoa	769		1	0	False
Q03954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	165		4	0	False
Q9HCU8	Homo sapiens	Metazoa	107		1	0	False
Q7ZT01	Xenopus laevis	Metazoa	210		5	0	False
P38210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180		4	0	False
Q8CGU4	Rattus norvegicus	Metazoa	1186		3	0	False
Q9Y7K9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	246		5	0	False
P40099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		4	0	False
O76906	Drosophila melanogaster	Metazoa	982		2	0	False
Q587J8	Homo sapiens	Metazoa	217		2	0	False
P19263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1082		2	0	False
Q8BVN9	Mus musculus	Metazoa	434		3	0	False
E5FYH0	Ovis aries	Metazoa	1599		5	0	False
Q05942	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220		5	0	False
P51175	Mus musculus	Metazoa	477		3	0	False
Q9W123	Drosophila melanogaster	Metazoa	495		3	0	False
Q9HA38	Homo sapiens	Metazoa	289		1	0	False
O36030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391		5	0	False
O13881	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	537		4	0	False
Q10198	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624		4	0	False
P97717	Mus musculus	Metazoa	514		4	0	True
Q07335	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	154		5	0	True
O88708	Mus musculus	Metazoa	433		2	0	False
Q96IZ0	Homo sapiens	Metazoa	340		1	0	False
Q99933	Homo sapiens	Metazoa	345		1	0	False
Q8IWV1	Homo sapiens	Metazoa	398		2	0	True
Q9M3K7	Spinacia oleracea	Viridiplantae	101		5	0	False
Q23405	Caenorhabditis elegans	Metazoa	842		2	0	False
Q8W4B2	Arabidopsis thaliana	Viridiplantae	333		2	0	False
Q96NW4	Homo sapiens	Metazoa	1050		2	0	False
O94286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	178		5	0	False
Q9H0F5	Homo sapiens	Metazoa	515		1	0	False
Q9ZQS5	Cyanidium caldarium	Other	154		5	0	False
Q9NZC4	Homo sapiens	Metazoa	300		1	0	False
Q05192	Drosophila melanogaster	Metazoa	808		2	0	False
O15431	Homo sapiens	Metazoa	190		2	0	True
Q9SQI2	Arabidopsis thaliana	Viridiplantae	1173		3	0	False
D3ZVU9	Rattus norvegicus	Metazoa	299		3	0	False
P09021	Mus musculus	Metazoa	270		2	0	False
Q8T0D4	Drosophila melanogaster	Metazoa	299		3	0	False
Q6GQQ9	Homo sapiens	Metazoa	843		1	0	False
Q9S7D1	Arabidopsis thaliana	Viridiplantae	808		4	0	False
Q9SRN4	Arabidopsis thaliana	Viridiplantae	117		5	0	False
Q86VI4	Homo sapiens	Metazoa	317		2	0	False
P28625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		5	0	False
P29965	Homo sapiens	Metazoa	261		1	0	True
Q96FF9	Homo sapiens	Metazoa	252		1	0	False
Q8LAJ7	Arabidopsis thaliana	Viridiplantae	292		2	0	False
Q05541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		4	0	False
Q04002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1493		3	0	False
O61715	Caenorhabditis elegans	Metazoa	454		4	0	True
Q949Q5	Arabidopsis thaliana	Viridiplantae	140		4	0	True
Q9M022	Arabidopsis thaliana	Viridiplantae	242		2	0	False
Q9SFU0	Arabidopsis thaliana	Viridiplantae	1038		2	0	False
O75132	Homo sapiens	Metazoa	1171		1	0	False
Q04279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	960		5	0	False
Q6L5B5	Oryza sativa subsp. japonica	Viridiplantae	248		2	0	False
Q8WWL7	Homo sapiens	Metazoa	1395		1	0	False
O94782	Homo sapiens	Metazoa	785		1	0	False
P78811	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	506		5	0	False
Q9BSJ5	Homo sapiens	Metazoa	609		1	0	False
Q8R515	Rattus norvegicus	Metazoa	873		4	0	False
O75821	Homo sapiens	Metazoa	320		1	0	False
P50110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		3	0	True
Q09823	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791		4	0	False
P32179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	357		3	0	False
P53850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		5	0	False
Q8I566	Plasmodium falciparum (isolate 3D7)	Other	442		4	0	False
P48164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		3	0	False
Q9BV20	Homo sapiens	Metazoa	369		1	0	False
P52792	Mus musculus	Metazoa	465		3	0	False
Q7L0Y3	Homo sapiens	Metazoa	403		1	0	False
P34078	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	463		3	0	False
Q7Z614	Homo sapiens	Metazoa	316		1	0	False
Q99LG4	Mus musculus	Metazoa	440		2	0	False
Q9H147	Homo sapiens	Metazoa	329		1	0	False
Q12291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		5	0	False
Q12216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726		2	0	False
Q8BRE0	Mus musculus	Metazoa	195		4	0	False
Q39659	Cucumis sativus	Viridiplantae	725		3	0	False
P33301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	854		2	0	False
Q5SUQ9	Mus musculus	Metazoa	1212		3	0	False
F1NPG5	Gallus gallus	Metazoa	639		5	0	False
Q12192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		4	0	False
Q12457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	570		3	0	False
Q02932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1032		4	0	False
H2KZH5	Caenorhabditis elegans	Metazoa	621		4	0	False
P97868	Mus musculus	Metazoa	1790		3	0	False
G4SLH0	Caenorhabditis elegans	Metazoa	18562		4	0	False
Q8IVE3	Homo sapiens	Metazoa	1493		2	0	False
A3R064	Gallus gallus	Metazoa	426		5	0	False
Q9JKD9	Mus musculus	Metazoa	465		2	0	False
Q257B3	Trypanosoma brucei brucei	Other	345		4	0	False
O95948	Homo sapiens	Metazoa	504		1	0	False
P41247	Homo sapiens	Metazoa	253		1	0	False
P14066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	229		5	0	False
Q94CV1	Oryza sativa subsp. japonica	Viridiplantae	228		3	0	False
Q8NFH4	Homo sapiens	Metazoa	326		2	0	False
Q99L90	Mus musculus	Metazoa	462		4	0	False
Q96HA9	Homo sapiens	Metazoa	241		1	0	False
Q67Y93	Arabidopsis thaliana	Viridiplantae	191		3	0	False
P27469	Homo sapiens	Metazoa	103		1	0	False
Q29RF7	Homo sapiens	Metazoa	1337		1	0	False
Q9S7E9	Arabidopsis thaliana	Viridiplantae	481		1	0	False
P02240	Lupinus luteus	Viridiplantae	154		3	0	False
D5LXJ0	Lotus japonicus	Viridiplantae	691		5	0	False
Q9HBH1	Homo sapiens	Metazoa	243		1	0	False
Q6PJ21	Homo sapiens	Metazoa	355		1	0	False
O74553	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	326		5	0	False
O60174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	582		5	0	False
P0CG12	Homo sapiens	Metazoa	524		5	0	False
Q00899	Mus musculus	Metazoa	414		3	0	False
Q8I615	Plasmodium falciparum (isolate 3D7)	Other	1189		4	0	False
O82504	Arabidopsis thaliana	Viridiplantae	1133		3	0	False
Q7Z4V0	Homo sapiens	Metazoa	828		1	0	False
P54657	Dictyostelium discoideum	Other	213		3	0	False
P97346	Mus musculus	Metazoa	435		2	0	False
Q9EST4	Mus musculus	Metazoa	264		4	0	False
D3ZUE1	Rattus norvegicus	Metazoa	857		3	0	False
Q9SJZ6	Arabidopsis thaliana	Viridiplantae	219		2	0	False
O94473	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	256		5	0	True
O13807	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1072		4	0	False
Q03151	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		5	0	False
P51830	Mus musculus	Metazoa	1353		3	0	False
O35095	Rattus norvegicus	Metazoa	729		3	0	False
Q9H3F6	Homo sapiens	Metazoa	313		1	0	False
Q96AB3	Homo sapiens	Metazoa	205		5	0	False
Q5IBH7	Mus musculus	Metazoa	310		3	0	False
Q02060	Spinacia oleracea	Viridiplantae	274		5	0	False
P53246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	860		4	0	False
P53317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196		3	0	False
Q8GT74	Arabidopsis thaliana	Viridiplantae	241		5	0	True
O60057	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411		5	0	False
P09594	Spinacia oleracea	Viridiplantae	199		5	0	False
Q9C5J3	Arabidopsis thaliana	Viridiplantae	946		3	0	False
P87133	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	121		5	0	False
P50874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	479		2	0	False
Q9PTD5	Gallus gallus	Metazoa	335		5	0	False
P48329	Cyanophora paradoxa	Other	180		5	0	False
O88873	Rattus norvegicus	Metazoa	529		3	0	False
P26269	Ascaris suum	Metazoa	361		5	0	False
O13577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		4	0	False
Q9NZE8	Homo sapiens	Metazoa	188		1	0	False
Q9UNE7	Homo sapiens	Metazoa	303		1	0	False
Q07279	Mus musculus	Metazoa	373		3	0	False
Q12208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290		2	0	False
Q9LML2	Arabidopsis thaliana	Viridiplantae	979		2	0	False
Q04341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121		5	0	False
P25038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676		4	0	False
P40012	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539		4	0	False
P28795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		2	0	True
O65258	Arabidopsis thaliana	Viridiplantae	542		2	0	False
Q9UNA4	Homo sapiens	Metazoa	740		1	0	False
P24226	Brassica oleracea var. capitata	Viridiplantae	469		5	0	False
Q86UB2	Homo sapiens	Metazoa	503		4	0	False
Q7Z695	Homo sapiens	Metazoa	626		1	0	False
P08525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94		3	0	True
Q3E772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	92		3	0	False
J9VP29	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	331		5	0	False
Q9BWF2	Homo sapiens	Metazoa	469		2	0	False
Q9D7K5	Mus musculus	Metazoa	258		5	0	False
Q9C5Q2	Arabidopsis thaliana	Viridiplantae	262		3	0	False
Q03338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469		4	0	False
P15308	Xenopus laevis	Metazoa	273		5	0	False
Q791V5	Mus musculus	Metazoa	303		3	0	True
Q9H5P4	Homo sapiens	Metazoa	1033		1	0	False
Q6S5G3	Arabidopsis thaliana	Viridiplantae	793		4	0	False
Q6PII3	Homo sapiens	Metazoa	467		4	0	False
Q9Y3S1	Homo sapiens	Metazoa	2297		1	0	False
P25696	Arabidopsis thaliana	Viridiplantae	444		2	0	False
Q5FW52	Mus musculus	Metazoa	967		2	0	False
P15919	Mus musculus	Metazoa	1040		2	0	False
O74356	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585		4	0	False
Q10430	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	238		4	0	False
Q8H0U4	Arabidopsis thaliana	Viridiplantae	891		3	0	False
Q7S4E7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	124		5	0	False
P53192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		3	0	True
Q9P6P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	265		5	0	False
P0CY15	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	42		5	0	False
Q96DG6	Homo sapiens	Metazoa	245		1	0	False
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		5	0	False
Q3URS9	Mus musculus	Metazoa	406		3	0	False
Q6K271	Oryza sativa subsp. japonica	Viridiplantae	738		3	0	False
Q9NWH2	Homo sapiens	Metazoa	141		1	0	True
P09368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476		4	0	False
P36114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	725		5	0	False
O43909	Homo sapiens	Metazoa	919		1	0	True
P53155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		5	0	False
Q8VYF7	Arabidopsis thaliana	Viridiplantae	238		2	0	False
O15287	Homo sapiens	Metazoa	622		1	0	False
Q9USJ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	393		4	0	False
Q5PP37	Arabidopsis thaliana	Viridiplantae	473		2	0	False
Q3TQ03	Mus musculus	Metazoa	375		3	0	False
P25705	Homo sapiens	Metazoa	553		1	0	False
Q6ZPK0	Mus musculus	Metazoa	688		2	0	False
P47138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	172		4	0	False
Q12056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156		4	0	False
P14905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	389		5	0	False
Q8TEW0	Homo sapiens	Metazoa	1356		2	0	False
Q06631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	534		3	0	False
Q7Z2T5	Homo sapiens	Metazoa	733		1	0	False
Q8H110	Arabidopsis thaliana	Viridiplantae	337		2	0	False
P52890	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	566		4	0	False
Q07914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168		3	0	True
O17670	Caenorhabditis elegans	Metazoa	503		2	0	False
Q9Y6P5	Homo sapiens	Metazoa	492		1	0	False
C4R5T1	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	384		5	0	False
Q9BY66	Homo sapiens	Metazoa	1539		1	0	False
Q96HY7	Homo sapiens	Metazoa	919		1	0	False
Q500V5	Arabidopsis thaliana	Viridiplantae	517		2	0	False
Q9Y224	Homo sapiens	Metazoa	244		1	0	False
O42637	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	797		5	0	False
P38326	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303		4	0	False
A6H8H2	Mus musculus	Metazoa	1906		2	0	False
Q8R000	Mus musculus	Metazoa	340		4	0	True
Q7TNK1	Mus musculus	Metazoa	735		2	0	False
Q9HAF1	Homo sapiens	Metazoa	191		2	0	False
Q93015	Homo sapiens	Metazoa	286		1	0	False
Q9XZ34	Drosophila melanogaster	Metazoa	1416		3	0	False
Q99569	Homo sapiens	Metazoa	1192		2	0	False
O80952	Arabidopsis thaliana	Viridiplantae	296		2	0	False
Q9BY27	Homo sapiens	Metazoa	220		1	0	False
P38737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1868		4	0	False
Q54LT0	Dictyostelium discoideum	Other	275		3	0	False
Q9S713	Arabidopsis thaliana	Viridiplantae	562		3	0	False
O04249	Arabidopsis thaliana	Viridiplantae	513		5	0	True
Q8R4P5	Mus musculus	Metazoa	757		3	0	False
Q969T9	Homo sapiens	Metazoa	261		1	0	False
Q9U7C9	Dictyostelium discoideum	Other	756		3	0	False
Q12275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1648		3	0	False
B9DHT4	Arabidopsis thaliana	Viridiplantae	710		2	0	False
Q86UA6	Homo sapiens	Metazoa	219		2	0	False
A0A2Z5GDY5	Lotus japonicus	Viridiplantae	658		4	0	False
O97297	Plasmodium falciparum (isolate 3D7)	Other	404		5	0	False
P32505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525		3	0	False
P25042	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		2	0	False
Q6ASS9	Oryza sativa subsp. japonica	Viridiplantae	123		4	0	False
Q6UB98	Homo sapiens	Metazoa	2062		1	0	False
Q9FJN9	Arabidopsis thaliana	Viridiplantae	220		5	0	False
Q9C8J7	Arabidopsis thaliana	Viridiplantae	509		3	0	False
Q949T8	Arabidopsis thaliana	Viridiplantae	497		2	0	False
D4A2Y9	Rattus norvegicus	Metazoa	403		4	0	False
P08153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	709		3	0	False
P36534	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	297		4	0	False
P29590	Homo sapiens	Metazoa	882		2	0	False
P53068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		3	0	False
Q08282	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	695		2	0	False
Q8K339	Mus musculus	Metazoa	391		3	0	False
P0C2C1	Rattus norvegicus	Metazoa	160		5	0	False
K4CF70	Solanum lycopersicum	Viridiplantae	476		5	0	False
Q9HCN4	Homo sapiens	Metazoa	374		1	0	False
Q9VW27	Drosophila melanogaster	Metazoa	717		5	0	False
O93956	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	549		5	0	True
Q93YW0	Arabidopsis thaliana	Viridiplantae	684		4	0	False
O13848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284		4	0	False
Q8C9B9	Mus musculus	Metazoa	2256		3	0	False
Q09814	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239		4	0	False
P40968	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455		2	0	False
Q14249	Homo sapiens	Metazoa	297		1	0	False
Q04847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553		4	0	False
P46947	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		3	0	False
Q9P797	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1142		5	0	False
Q6P0N0	Homo sapiens	Metazoa	1132		1	0	False
O82743	Arabidopsis thaliana	Viridiplantae	219		4	0	False
